# TBROWSER	3.0
# USER	puthier
# OS	Mac OS X
# JAVA	1.8.0_73-b02
# DATE	mercredi 30 mars 2016
# TIME	10:37:28 CEST
# MODULE	145B59B7C
# PLATFORM	GPL570
# EXPERIMENT	GSE9195
# PROBES	452
# SAMPLES	77

HD	GSM232194	GSM232222	GSM232212	GSM232203	GSM232205	GSM232211	GSM232213	GSM232218	GSM232219	GSM232195	GSM232230	GSM232216	GSM232223	GSM232232	GSM232262	GSM232255	GSM232201	GSM232214	GSM232217	GSM232221	GSM232228	GSM232225	GSM232202	GSM232215	GSM232265	GSM232266	GSM232204	GSM232220	GSM232248	GSM232231	GSM232208	GSM232196	GSM232270	GSM232258	GSM232254	GSM232257	GSM232261	GSM232226	GSM232207	GSM232233	GSM232209	GSM232234	GSM232237	GSM232235	GSM232242	GSM232247	GSM232229	GSM232249	GSM232206	GSM232199	GSM232224	GSM232200	GSM232243	GSM232250	GSM232253	GSM232241	GSM232246	GSM232238	GSM232239	GSM232251	GSM232240	GSM232252	GSM232197	GSM232245	GSM232236	GSM232256	GSM232269	GSM232198	GSM232244	GSM232227	GSM232260	GSM232210	GSM232259	GSM232264	GSM232263	GSM232267	GSM232268
NUF2	-0.12323734	-0.02825086	-0.12848638	0.0	0.042985335	0.059735283	-0.14522654	-0.14499663	-0.14088741	-0.14495748	-0.12777705	-0.1452559	0.042995118	-0.14326978	-0.11813996	-0.14509445	0.120850086	0.08341709	0.10998512	0.1188395	0.11689252	0.11099775	0.08217454	-0.004520138	0.11778774	0.12126101	0.110855885	0.102901615	0.06160889	-0.044086017	0.11477921	0.119299345	0.03605348	0.1152048	0.113008335	0.007699888	-0.14399867	-0.12278729	-0.13980629	-0.14317682	-0.1430154	-0.07695486	-0.12590344	-0.14510913	-0.1436122	-0.12912233	-0.14293712	-0.1429469	-0.1420419	-0.13814303	-0.14188536	0.044873618	-0.14424327	0.12170617	0.034111384	-0.13921437	0.11811061	-0.112083755	-0.13983564	-0.14449276	0.06681879	0.11602665	-0.030349495	-0.10108671	0.11867807	-0.13793758	0.117719255	0.009289763	0.11973473	0.09980014	0.1147841	0.12163769	0.11882483	0.12125611	0.106482506	-0.082091376	0.121050656
NULL	0.063187644	0.052941974	-0.12113702	-0.11651954	0.010702292	-0.1162784	-0.12765794	-0.12769385	-0.12747836	-0.12647277	-0.123594545	-0.1274681	-0.12413325	-0.11784835	-0.11204571	-0.12687808	0.14495808	0.14718474	0.14231586	0.06435228	0.10250805	0.055558544	-0.07040631	-0.12077275	-0.030634414	0.10789511	-0.05753893	0.13720071	0.14784658	0.1425416	0.052854754	0.13104922	-4.2070373E-4	0.1495961	0.14604063	0.07802002	0.07187364	0.0	-0.1256365	-0.12641121	-0.11710442	-0.022820612	-0.049309555	-0.12667286	-0.12674983	-0.119905695	-0.12316358	-0.12291732	-0.1248977	0.047960225	0.14941652	0.13055155	-0.12417942	-0.014052531	-0.020116821	-0.12576476	0.14515817	-0.121829644	-0.119536296	-0.12723723	-0.051987693	0.04051069	-0.11450324	0.12841211	0.15148926	0.03935119	0.15076073	0.14360362	0.13872449	0.14771831	0.06118674	0.15078124	0.15192021	0.15066837	0.14993984	0.0907027	0.13581547
KIF18A	0.09261485	-0.07537424	-0.12426581	0.008438962	-0.058347356	0.11819728	-0.1412668	-0.15626004	-0.12196664	-0.12973203	-0.022221088	-0.05430598	0.07814621	-0.13130584	-0.034086153	-0.14461517	0.14957622	0.029429503	0.12045112	0.14976405	0.14865008	0.11055493	-0.041391715	-0.11431134	0.07730426	0.16665491	0.121189445	0.17103308	0.12019853	0.101429455	0.13453117	0.1333071	0.14933659	0.18214686	0.13724485	-0.01539479	-0.113786735	-0.10165613	-0.06519956	-0.078282215	-0.08979755	-0.09684405	-0.032136705	-0.08133916	0.051385053	-0.026800018	-0.12693416	-0.09418865	-0.12401323	-0.103424236	-0.11474527	0.07294553	-0.13842358	-0.025990447	0.0	0.078068495	0.13631222	-0.09769896	-0.096572034	0.042641692	-0.11523749	-0.09137135	-0.08560721	-0.09910437	0.18085803	-0.053748995	0.15243238	0.12134489	0.1768555	0.09171461	0.16832587	0.18451081	0.030536994	0.1518495	0.18153806	0.051300857	0.18692656
ASPM	0.0	-0.14217308	-0.117406376	-0.09748722	-0.057119947	-0.14457875	-0.093668595	-0.075039215	-0.10734173	-0.07416245	-0.013890516	-0.11526882	0.016035322	0.037671775	0.16371535	-0.05872855	-0.008144465	-0.11885557	0.053692605	0.18433012	-0.03349085	0.0033258982	-0.12407266	-0.07279297	0.18710531	0.08491547	-0.011948597	0.17279454	0.07947375	0.10967493	0.14525263	0.15567233	0.12207278	0.18422143	7.2459655E-4	0.14468744	0.021977013	0.08350251	-0.102175355	-0.10188552	-0.12612328	-0.13781826	0.0345705	-0.11505144	-0.03615012	-0.030556235	-0.07947375	-0.12041345	-0.12973176	-0.05098986	-0.014020943	0.013861532	-0.04270772	0.17060626	-0.005883724	-0.087197945	0.17804787	-0.099755205	0.030520007	-0.115834005	0.18620682	-0.07558991	0.024846416	-0.019100364	0.17781599	-0.10229129	0.14339766	0.110696614	0.18226501	0.1188918	0.090154305	0.17946082	0.19872785	0.1870256	0.19425708	0.06818453	0.20268415
CDC2	0.11988179	0.0034300792	-0.11092316	-0.10212517	0.0	0.10116143	-0.1367783	-0.1364726	-0.13203733	-0.13645704	-0.06295905	-0.1328508	0.103954196	-0.13350883	0.12973161	-0.13657103	0.12584038	0.030684182	0.11908385	0.09172094	0.12546214	0.1420633	-0.112969816	-0.07858094	0.107234016	0.137027	0.12033775	0.13958143	0.10474695	0.0973272	0.10185573	0.13270572	0.12422897	0.14316694	0.1209647	-0.04208842	-0.1347161	-0.13367982	-0.1233844	-0.13469538	-0.1123325	0.02571005	-0.13286634	-0.13681456	-0.13291816	-0.13394408	-0.042528838	-0.095710605	-0.1333534	0.09817177	-0.114166714	-0.0721042	-0.13022384	-0.115322165	0.053787995	-0.03350804	0.14314103	0.008290222	-0.1351617	-0.13627052	-0.016725522	-0.10742055	-0.11844136	-0.128229	0.14090268	-0.114032	0.021616753	0.108674444	0.13665394	0.12572122	0.12809429	0.13005285	0.09255514	0.14296487	0.13255545	-0.106622614	0.1348819
ANP32E	-0.06262606	-0.10073831	-0.13327433	0.1299717	0.0863856	-0.11678812	-0.15198565	-0.13606514	-0.13602203	-0.02232104	-0.101384826	-0.07114933	0.117219135	-0.098976545	0.06517981	-0.11223017	0.026232475	0.12036552	0.12531677	0.13181967	-0.012440087	0.127224	-9.2667603E-4	0.08133198	0.14033754	0.1273156	-0.11968129	0.14063925	0.11490783	0.13812321	0.13210522	-0.13913071	-0.025699098	0.12632965	0.115985356	0.12717013	-0.054054305	-0.14931338	0.021146532	-0.14571442	0.059312653	0.047368232	-0.111987725	0.0016755596	-0.12008536	0.13363531	0.0	-0.15041246	-0.1372558	-0.10293108	-0.13144253	0.03326336	-0.14691587	-0.15048788	-0.13073675	-0.06711936	0.1312809	-0.14614004	0.12293004	-0.14981443	-0.052836698	0.11191768	-0.04074142	-0.13330665	0.13319352	-0.15062796	-0.119158685	-0.10747826	0.1411834	0.041668095	0.1395725	0.13978262	0.14068773	0.14118879	0.14011127	0.08935959	0.1357365
MASTL	-0.08031988	0.079367496	0.0838514	-0.13129325	-0.10053295	0.11371256	-0.15832682	-0.13193212	-0.15067224	-0.06263271	0.03145241	-0.15987667	0.014575651	-0.103419684	0.116350845	-0.16162172	0.12570316	0.021928547	-0.11118666	0.09835607	0.124472745	-0.058793586	-0.13658166	0.0	0.13880587	0.13893008	-0.016646056	0.12835328	0.031742267	0.10338419	0.12638935	0.13874671	0.090630494	0.13101523	0.10841823	0.031564802	-0.14188781	0.062064826	-0.05712543	0.11096779	0.079213694	-0.09178992	-0.1280516	-0.15971695	-0.15731528	-0.15598431	-0.034836043	-0.09300259	-0.14653735	0.12956002	-0.13493125	-0.08487477	-0.1583209	-0.1529556	-0.016196482	-0.12570907	0.1282468	-0.13479519	-0.12539555	-0.15106267	0.036859125	-0.12984988	-0.055338968	-0.15144125	0.08194663	-0.15418601	0.048364658	0.04082247	0.15570629	0.13135833	0.14375117	0.15673557	0.03247578	0.09850987	0.1256795	-0.0957651	0.14071655
CDC2	0.096818835	0.011878561	-0.113528736	-0.11773216	0.061676145	0.110814676	-0.14121424	-0.13988057	-0.1404981	-0.1401556	-0.07961075	-0.13590547	0.10721322	-0.13880636	0.12204975	-0.13955364	0.12170206	0.099039905	0.1191333	0.11157752	0.12742078	0.1373637	-0.022169162	-0.042755555	0.109631486	0.13611305	0.12550071	0.13882712	0.07269845	0.08662164	0.12406324	0.13159308	0.12295271	0.1393201	0.118821934	0.023601439	-0.14007775	-0.13844828	-0.11535022	-0.13433827	-0.1231032	-0.052023843	-0.13837044	-0.1414841	-0.13910215	-0.13661124	0.024992201	-0.07906067	-0.13480014	0.024421366	-0.12799682	-0.10530352	-0.117872275	-0.12125577	-0.020446278	0.01893097	0.13717689	0.04182146	-0.13948098	-0.13344051	-0.09593663	-0.10442651	-0.11865068	-0.13835488	0.12851575	-0.13186811	-0.078323774	0.0	0.1306019	0.12303055	0.1223663	0.12355468	0.08535542	0.13788784	0.123829715	-0.09631546	0.13288005
KIF11	-0.013491872	0.10838523	-0.11017053	-0.1290026	-0.0844119	0.036863122	-0.13390303	-0.13384545	-0.13199207	-0.13282976	-0.13085598	-0.1329397	0.07502989	-0.13221197	0.0	-0.13383497	0.14189763	0.07640682	-0.008324438	0.1469237	0.09891421	0.14794463	-0.09914458	0.05859043	-0.101191655	0.1229242	0.09513419	0.05378948	0.14005473	0.110353775	0.13222767	0.12900785	0.10447431	0.14736348	0.13565692	-0.03757515	-0.12104989	-0.015371415	-0.117672995	-0.12576184	-0.07659006	0.075427786	0.06402487	-0.13357319	-0.13203919	-0.10970457	-0.123913705	-0.113563135	-0.11144799	-0.116599716	-0.09056883	0.004617707	-0.12741625	-0.11637983	0.01109925	-0.09485147	0.15003882	-0.089233786	-0.12401318	-0.1335889	0.06282595	0.024805777	0.07413462	-0.119023755	0.15131105	-0.12951045	0.13821185	0.1235734	0.14410178	0.13655218	0.1418034	0.14596038	0.14919068	0.15035295	0.14508082	-0.12689795	0.14880325
ATAD2	0.07745195	-0.12197523	-0.11673397	-0.12037942	0.021713078	0.11197146	-0.12820889	-0.12714168	-0.12175581	-0.12044923	-0.12306238	-0.12535138	-0.11408093	0.1127943	-0.08404467	-0.12690231	0.12623905	0.14118986	0.12805928	0.019399144	0.08882713	0.1263388	-0.10671025	-0.1219503	0.13787355	0.13891582	-0.111378014	0.13534518	0.13871634	0.112006366	0.13757433	0.13697092	0.13107139	0.14316468	0.113602184	0.1077974	-0.11885341	-0.033287734	-0.11899305	-0.12623905	-0.12314716	0.11873872	0.09902041	-0.12671779	-0.121805675	-0.11932717	-0.12401987	0.059678547	-0.12467316	0.00819352	-0.1105801	0.13874626	-0.12551096	-0.10395747	0.14018749	-0.110031545	0.13723522	-0.09317573	-0.120638736	-0.12095291	-0.02918848	-0.10899925	-0.09464688	-0.05076691	-0.09358466	-0.00447826	0.081127316	0.059474085	0.12497237	0.08482762	0.0	0.14330432	0.14371324	0.14321953	0.12641858	0.13574912	0.14199774
MCM10	0.106553264	0.10418643	-0.008215508	-0.11915274	0.099057436	0.082626425	-0.119710244	-0.12085058	-0.10960937	-0.11925917	-0.0127515225	-0.11917809	0.1306575	-0.11563543	-0.111905254	-0.11883852	0.1237141	0.013714476	0.14934891	0.14546163	0.13061188	0.14374352	0.0956871	0.11868647	0.12703376	0.14565422	0.13098186	0.15265337	0.13956228	0.13668355	0.119507514	0.118650995	-0.0657342	0.14197472	-0.0471188	-0.11456098	-0.11854456	-0.1181087	-0.108909965	-0.117905974	0.026308885	-0.10152057	-0.09848473	-0.12004474	-0.118833445	-0.0051239226	-0.08633632	-0.08564198	-0.10262543	0.13239588	0.0	-0.047199894	-0.11029864	-0.09162243	-0.032552876	-0.11024796	0.15224284	-0.099168934	-0.070878394	-0.10671038	0.04346972	-0.099782184	-0.1081244	-0.11118051	0.14567956	-0.11873715	0.1202424	0.1319448	0.15234928	0.14374352	0.1457049	0.15398629	0.14996724	0.14744328	0.14329244	0.07929156	0.14811228
H2AFV	0.0013465373	0.062272735	-0.030718265	0.1386257	0.14291126	0.11466472	-0.15430456	0.034561124	-0.095130704	-0.0787755	0.0034493487	-0.025817852	0.0744592	-0.14711688	-0.09181047	-0.1321574	0.099354774	-0.0045499434	-0.12148963	0.10199251	0.14470664	0.12599039	0.0813825	0.09045779	0.12420115	0.13598181	0.1328153	0.08800451	0.03426599	0.0327227	-0.021599934	-0.08294424	-0.11952209	0.009745486	0.0802942	-0.16706899	-0.08708222	-0.17483464	0.048180208	-0.16606678	0.07004453	0.042240687	-0.17656238	-0.16604218	-0.15244769	-0.16671237	-0.14163235	-0.15766783	-0.17312534	-0.05686814	-0.04797116	-0.13669504	-0.15459354	-0.11946675	-0.061885376	0.0	0.13131505	0.11359487	0.13197294	-0.12260252	-0.09308938	0.08116115	-0.16601144	-0.14269605	0.110053286	-0.13917907	-0.16892587	0.14272065	0.10672076	0.11486147	0.09280654	-0.033780254	-0.12759516	0.11196549	0.1515377	0.09598535	0.13015911
ANLN	0.112430535	-0.10378614	0.06464061	0.0	0.083884805	-0.14888872	-0.15096167	-0.15196073	0.036645174	-0.15292776	-0.15216376	-0.13127938	0.10715201	-0.01420074	0.05249145	-0.14415514	0.12138481	-0.1449138	0.10606745	0.09742306	0.1338385	0.09618891	-0.1303177	0.100575216	0.12090397	0.1323479	0.08763534	0.13135417	0.121860296	0.098854885	0.12353789	0.12631606	0.11699315	0.12814859	0.009686208	0.044210356	-0.13820878	-0.12935068	-0.13148774	-0.15370244	-0.11590859	-0.14349265	-0.14152122	-0.15384135	-0.118376896	-0.10749394	-0.13216092	-0.13834235	-0.09049366	0.05573443	-0.07005805	-0.12482546	-0.08141116	-0.093405396	0.0996456	-0.12124055	0.12927054	-0.040534616	-0.12689307	-0.13061154	-0.14619069	-0.1054477	-0.0675203	-0.14118998	0.13115649	-0.14302784	0.012101082	0.0054174378	0.123692825	0.06821484	0.011032553	0.1032412	0.12664196	0.13131143	0.13486429	-0.09052037	0.12666868
ANLN	0.11564271	-0.035018466	-0.11349118	0.08320414	-0.0787161	-0.12587468	-0.12889755	-0.12890728	-0.12254515	-0.12872718	-0.1286785	-0.12811871	0.104203545	-0.0893959	0.10788355	-0.12887321	0.12577246	-0.11527276	0.12942813	0.12939893	0.13660803	0.115267895	-0.12643448	0.11249816	0.118918695	0.13193014	0.12467235	0.12399087	0.10373624	0.11666494	0.034721535	0.10412079	0.07373641	0.11751192	0.0437171	0.07228095	-0.12437055	-0.1139244	-0.11386112	-0.12862009	-0.11829076	-0.12601584	-0.100976236	-0.12870283	-0.11350578	-0.114990436	-0.12484759	-0.12655617	-0.12586981	0.13066453	-0.0664056	-0.10134618	-0.12715003	-0.07226148	0.119454145	-0.054455318	0.1343348	0.07154593	-0.11639721	-0.1282258	-0.11089667	-0.1143479	-0.07078656	0.0	0.13612126	-0.12698452	0.12971532	0.12505691	0.12964718	0.10466111	0.11470811	0.13298157	0.13618942	0.13539597	0.1369439	0.094127335	0.13392591
NUSAP1	0.11293933	0.1207155	-0.051387966	-0.08917036	0.05699442	0.056700774	-0.13350539	-0.13542496	-0.080350116	-0.12335831	-0.13966107	-0.025340522	0.06994201	-0.09045913	0.11612049	-0.12922578	-0.007607594	0.071361296	0.12413049	0.13968283	0.13439177	0.15048246	0.0	0.08445571	0.1519235	0.14733936	0.099567585	0.15249448	0.14897616	-0.019761257	0.14503914	0.13540865	0.118099876	0.15279356	0.10414628	-0.118850306	-0.13245045	-0.13875295	-0.13378273	-0.13628414	-0.12576729	-0.13124867	-0.075749665	-0.12431537	-0.048353627	-0.1295303	-0.12507124	-0.11845334	-0.12387491	0.13632222	0.014530015	-0.13217854	-0.12409242	-0.04822312	0.11795849	-0.09372186	0.15248904	-0.011115027	-0.11785518	-0.110231265	0.10103581	-0.0103156585	-0.10846396	-0.086190395	0.14988972	-0.12428819	0.11112852	0.13635485	0.050844178	0.0027298157	0.12726271	0.14004716	0.14978097	0.15414758	0.14878583	-0.031365693	0.14303799
DEPDC1	0.15201765	0.015159832	-0.06662152	-0.017893486	-0.08440354	-0.09990839	-0.120328516	-0.12290292	-0.10522707	-0.121013254	-0.121644914	-0.11873079	0.098671615	-0.100847915	0.1253871	-0.11478159	0.16052648	-0.09715351	0.15865804	0.13525479	0.12294539	0.15423112	0.101394646	0.0554852	0.15428951	0.15956573	0.16013369	0.15420458	0.12693706	0.12109288	0.11716491	0.13090219	0.097955026	0.15218751	0.13875811	0.090162784	-0.10799788	-0.08899501	-0.096245825	-0.120700076	-0.098438054	-0.09589549	0.0	-0.120716006	-0.07274172	-0.064132035	-0.09864507	-0.10081076	-0.09154288	0.024358708	-0.08377188	-0.08384619	-0.059052218	0.041047264	0.09839559	-0.058675345	0.16121654	-0.0621999	0.028307907	-0.081473485	0.15405595	-0.087869704	-0.11051921	-0.046440255	0.15839796	-0.09158004	0.12656549	-0.07066626	0.16122715	-0.1049192	0.138222	0.16294165	0.15853065	0.162448	0.13155507	-0.09641568	0.15655605
TOP2A	0.14670709	-0.082908735	-0.046435364	-0.072239466	-0.09913453	0.09564436	-0.10549541	-0.105268896	-0.10146438	-0.10496842	-0.08972264	-0.10489445	0.11687196	-0.08601521	0.13867739	-0.10483436	0.14596745	0.1409749	0.1445575	0.14042017	0.14462686	0.14295805	-0.10316093	-0.06381222	0.14176539	0.14580566	-0.06745031	0.14626792	0.14571781	0.09100314	0.14518158	0.14590272	0.14348042	0.14662388	0.14507526	0.0715137	-0.043546155	-0.093060255	-0.10515333	-0.105111726	-0.100137666	-0.097285435	-0.1006739	-0.1054122	-0.10523654	-0.10509323	-0.101432025	0.052227646	-0.10284196	-0.08871026	-0.086458996	0.09274591	-0.09932406	-0.07659408	0.14229238	-0.09058247	0.14670247	-0.073506095	-0.103826605	-0.10411783	0.108181216	0.0	0.025674663	0.015107094	0.1461015	-0.101663165	0.14550056	-0.09963378	0.14620782	0.14399816	0.1309528	0.14699832	0.14703992	0.14695671	0.14596282	-0.08964406	0.14669783
CENPE	-0.021027021	-0.056818612	-0.033648606	0.06792024	-0.051678672	0.066813834	-0.1311302	-0.12735984	-0.10375479	-0.13046421	-0.12964247	-0.13064682	-0.015033112	-0.123874135	-0.07509574	-0.12534039	0.15530457	0.114904754	0.15211426	0.14730194	0.1517759	0.15573424	-0.105092146	-0.06601357	0.13522819	0.11910479	-0.0813206	0.15152884	0.14764568	0.09093986	0.13709725	0.13602845	0.12899259	0.15427873	0.13538395	0.0	-0.11706922	-0.10163866	-0.09602071	-0.13140948	-0.11435155	0.043810323	-0.09113321	-0.13067904	-0.1073694	-0.082867414	-0.11603264	-0.118873835	-0.08147635	0.13299927	0.14732343	0.026188444	-0.041146364	0.08076203	0.13535172	0.0253667	0.15134084	-0.06395115	-0.09278207	-0.121945985	-0.002223547	-0.04015275	0.122676425	-0.037376	0.15825318	-0.08255053	0.12623195	-0.016698087	0.15855394	0.14779606	0.14688839	0.15825856	0.1547621	0.15372552	0.13490593	0.08133134	0.15816724
CEP55	0.087879464	0.10777927	-0.14312808	-0.15540949	-0.043957412	0.0	-0.15954202	-0.15949656	-0.15825881	-0.15923385	-0.15735956	-0.15129717	0.08897069	-0.11614033	0.06608515	-0.1591227	0.0984836	-0.106844656	0.10698611	0.1139225	0.038066786	0.11247763	-0.1533988	0.07409257	0.051272705	0.090592384	-0.08190295	0.095679745	0.104055956	0.0897487	0.06672171	0.08469165	0.0021875142	0.09852907	0.08422182	-0.07533031	-0.14964516	-0.06584771	-0.15278246	-0.15661691	-0.14625022	-0.105955504	-0.05713807	-0.15957233	-0.1535251	-0.12562798	-0.14431025	-0.15005438	-0.07864947	0.093042605	0.05205071	0.07019243	-0.15142852	-0.084979616	0.1055564	-0.103626534	0.11275549	-0.10684971	-0.15178216	-0.15701602	-0.05157077	0.0769621	0.07158678	-0.09676087	0.11528654	-0.15578839	0.11313944	0.10622326	0.11057303	0.10688002	0.11091656	0.11585236	0.11501373	0.11470556	0.11237154	-0.12055072	0.11444791
ASPM	-0.12028044	-0.046596557	-0.121150054	-0.08465596	-0.06640395	-0.121815935	-0.13324021	-0.13324021	-0.12595531	-0.1330812	-0.13232587	-0.13223146	0.08306084	-0.13257931	0.05593873	-0.13310604	0.1100935	0.0	0.09410746	0.13452227	0.1285741	0.13480553	-0.12170661	0.08346831	0.13602298	0.11060533	0.102525346	0.13664912	0.09307882	0.10688337	0.09596595	0.1180244	-0.01175722	0.13162024	0.12489189	0.079805985	-0.13258427	-0.085744224	-0.12757528	-0.13255446	-0.112990566	0.09790395	-0.12063325	-0.13257433	-0.115783274	-0.11956984	-0.13174944	-0.12952322	-0.12381357	0.070707306	-0.06966873	0.051232856	-0.12714295	-0.08696169	0.11829771	-0.11392478	0.13710628	-0.04565737	-0.119619526	-0.13253956	0.13181405	0.051357087	-0.10963633	0.052544735	0.13716592	-0.13227122	0.124027245	0.12700878	0.13681309	0.12391295	0.12746099	0.13733983	0.13515337	0.13578446	0.105313085	-0.101432115	0.13599317
DEPDC1	0.13603142	-0.04151098	-0.09755757	-0.1005063	-0.12438733	-0.13575059	-0.13645266	-0.13622384	-0.13423721	-0.1349965	-0.13468967	-0.13556856	0.0733853	-0.1349393	0.033288874	-0.135891	0.144888	-0.12300918	0.1422253	0.12905745	0.13270825	0.14118518	-0.09701151	0.031380262	0.13667108	0.14298978	0.14393109	0.13018078	0.10828635	0.104567945	0.047153607	0.09490528	-0.017198298	0.12444454	0.13869411	0.039971612	-0.12165703	-0.10540003	-0.12698242	-0.13647346	-0.10555085	-0.085996695	0.0	-0.13381077	-0.12843858	-0.08529462	-0.07583477	-0.12719564	0.0010765188	0.14150243	-0.09356353	-0.065366015	-0.123570845	0.08474856	-0.028701968	0.04302955	0.14535604	0.0018670061	-0.083084375	-0.13451804	0.13013917	-0.102737345	-0.077779785	0.08821214	0.14643256	-0.115265526	0.14152843	-0.115015894	0.14452395	-0.030241339	0.13469487	0.14606333	0.14267775	0.14503361	0.12943709	0.09228939	0.14331222
KIF23	0.00530266	-0.107646	0.03822709	-0.055158652	-0.12146687	0.026563233	-0.14149415	-0.14112966	-0.123588935	-0.14137931	-0.13426416	-0.14091994	0.120448284	-0.13575709	0.03977994	-0.14154407	0.119165055	0.06361695	0.0	0.12134704	0.113088466	0.12435288	-0.08940125	0.0017875258	0.12291986	0.12530157	-0.10079049	0.1252716	0.10130977	0.09592722	0.117347576	0.11006266	0.11398223	0.12263525	0.10220353	-0.13718012	-0.13086885	-0.13946196	0.045497026	-0.13906752	0.11351787	-0.1320023	-0.09394996	-0.13125832	-0.14086503	-0.1293959	-0.14025587	0.09511335	-0.13891771	-0.09443928	0.12573096	-0.120143704	-0.139437	-0.11758724	0.11930986	-0.121491835	0.12748355	-0.09559768	-0.13966668	-0.12981531	-0.12583083	-0.10106511	-0.0660286	-0.06385661	0.12666968	-0.13847832	0.12073289	0.083030075	0.12768826	0.10689704	0.12049821	0.1298303	0.11652371	0.12762335	0.10499467	-0.052047957	0.12743361
CHEK1	0.09727654	0.13374762	0.14006227	0.017698718	0.13647051	-0.06536018	-0.13632661	-0.14499888	-0.07729769	-0.14375366	-0.1364041	-0.10125571	0.02523091	0.08538884	-0.070009	-0.14102525	0.09831699	0.0	-0.12553471	0.14331645	0.09040292	-0.07948373	-0.12592766	0.10893179	0.13499838	0.15037823	-0.052753028	0.13509247	0.15103681	0.09910839	0.11415064	0.10855546	0.084929496	0.1411968	0.06236612	-0.051778987	-0.13495964	-0.108992666	-0.1197901	-0.14172256	0.10284405	-0.13783748	-0.11679604	-0.1430508	-0.04752864	-0.10445453	0.09260558	0.12969097	-0.14041647	0.045303848	-0.09381206	-0.12944748	-0.13146749	-0.056389067	0.053162567	0.09968396	0.13835771	-0.120437615	-0.08370088	-0.105223805	-0.14127429	-0.11836778	-0.13556841	-0.116309024	0.15048337	-0.13956971	0.09920248	-0.06499492	0.1473731	0.10516846	0.14838587	0.15337229	0.1452424	0.11436094	0.10395091	-0.04792711	0.118572555
DEPDC1	0.13682537	-0.11841135	-0.13860855	-0.034244247	-5.4587005E-4	-0.15506956	-0.1421203	-0.15061161	0.054726508	-0.0340259	-0.10559553	-0.100615986	0.0048703738	-0.10649925	0.0013161533	-0.069307305	0.16131067	0.019505756	0.13893	0.13792923	0.046859913	0.1587936	-0.14071923	-0.15320146	0.14842813	0.16296647	0.13716501	0.1499687	0.110162646	0.06162873	0.13960323	0.15171549	0.12806718	0.16541682	0.11759861	0.08520425	-0.033110052	-0.14438263	-0.1361036	-0.15005969	-0.12437952	-0.1135531	-0.1274546	-0.100992024	-0.15138796	-0.14060399	-0.06953778	-0.08483427	-0.12957136	0.0	-0.06672352	-0.08253555	0.05492666	0.051499806	0.0024988719	-0.06967121	0.12649022	-0.08086155	-0.037404228	-0.08441577	0.06722087	-0.07344985	-0.10152577	-0.11332262	0.14083448	-0.009643705	0.14437656	-0.08671449	0.032509595	0.066905476	0.1480157	0.1620203	0.1640946	0.1581992	0.16099527	0.0802429	0.16801274
CKAP2L	-0.018703165	0.033284783	-0.10848796	-0.035844225	0.04208062	-0.10597659	-0.1532662	-0.16536048	-0.15472017	-0.09214598	-0.16059007	-0.15813276	-0.048449185	-0.15485235	0.0017002877	-0.16376233	0.11599206	0.044411752	0.1423375	0.15393911	0.12860903	0.15159597	-0.07576794	-0.0107905185	0.15552525	0.14066726	0.021088373	0.14191695	0.1360831	0.08449769	0.038668025	0.12120107	-0.081619814	0.12548484	0.105105415	-0.10515348	-0.14736627	0.044910423	-0.13290481	-0.15402323	-0.14331682	-0.090049155	-0.13963988	-0.16182172	-0.12857899	-0.13201562	-0.13121654	-0.1533984	-0.057767723	0.07858574	-0.031043768	0.06215963	-0.09405655	0.033501074	0.016540254	-0.02943961	0.15479226	0.047517933	-0.07526326	-0.14696373	0.11679114	-0.018769253	0.0034606562	-0.056488	0.1581568	-0.12931798	0.15342242	0.05169355	0.14207916	0.0	0.11961494	0.16078833	0.14386956	0.15676291	0.14543167	-0.053784363	0.14730619
MELK	0.14528054	0.09177728	0.09819164	-0.11741798	-0.13154186	-0.051046927	-0.1506063	-0.15042765	-0.13444479	-0.14810531	-0.12144859	-0.11659176	0.10879851	-0.09121903	-0.06348487	-0.15024343	0.15062305	0.11509005	0.09077242	0.13785574	0.13969798	0.12132019	0.07187546	-0.019494299	0.1419645	0.13350692	0.13351808	0.0059454264	0.14931114	0.04106531	0.0	0.068308204	1.7305935E-4	0.11490583	0.08510054	-0.06416036	-0.1467655	-0.14027297	0.05495472	-0.14373975	-0.04389567	-0.12102431	-0.01886347	-0.15061188	-0.14073075	-0.13623679	-0.077279374	-0.14277954	-0.09886155	0.112427175	-0.11511797	-0.08367699	-0.13112317	-0.104784645	-0.0059789214	-0.0821362	0.15050022	0.07073104	0.016133597	-0.14815556	0.08058425	-0.009082825	-0.07469465	-0.11823861	0.15292865	-0.13523193	0.14701113	0.13573436	0.13783899	0.033618174	0.14255625	0.14999221	0.14722326	0.1458388	0.14245576	-0.0496792	0.14655337
