# TBROWSER	3.0
# USER	puthier
# OS	Mac OS X
# JAVA	1.8.0_73-b02
# DATE	mercredi 30 mars 2016
# TIME	10:43:30 CEST
# MODULE	60E0C1ABC
# PLATFORM	GPL570
# EXPERIMENT	GSE7127
# PROBES	205
# SAMPLES	63

HD	GSM162904	GSM162934	GSM170596	GSM169526	GSM170592	GSM162931	GSM169524	GSM162902	GSM170589	GSM162941	GSM170855	GSM170866	GSM162930	GSM169529	GSM170858	GSM170591	GSM162905	GSM170843	GSM170857	GSM170593	GSM170983	GSM171597	GSM162942	GSM170853	GSM169531	GSM162937	GSM162928	GSM170588	GSM162943	GSM169525	GSM162936	GSM170867	GSM162929	GSM170835	GSM170595	GSM170850	GSM169530	GSM170979	GSM170862	GSM170590	GSM170597	GSM169528	GSM162932	GSM162906	GSM162940	GSM171011	GSM162938	GSM162939	GSM170833	GSM170865	GSM170844	GSM162933	GSM170841	GSM170849	GSM169527	GSM170823	GSM170980	GSM170594	GSM170848	GSM162935	GSM170992	GSM171012	GSM170978
EXOSC4	-0.24826281	-0.069168106	-0.03918812	-0.06902534	-0.5018078	-0.08144562	-0.21607001	0.111068696	0.011991993	0.043470975	-0.19001599	-0.06945363	-0.05325016	0.018559037	0.16396195	-0.007209472	0.13890725	0.16824481	-0.03269246	-0.006995329	0.16025014	0.0	-0.23327282	-0.21150164	-0.100218795	0.019415608	-0.026482318	-0.03904536	0.051322874	-0.03833155	-0.0067098057	0.014847229	0.08758438	0.0037118073	0.0022841892	0.1611781	-0.18887389	0.13148364	-0.08387257	0.11856369	0.16624615	-0.20764707	0.017631086	0.052821875	0.17616808	0.082088046	0.15603867	0.12477383	0.047396924	-0.12891392	-0.05332154	0.05239359	-0.12820011	-0.0084229475	-0.085728474	-0.07580653	-0.010064708	0.013990658	0.019843893	0.12969911	-0.029694458	0.10378785	0.060673773
CYC1	-0.06980197	-0.0038117117	-0.0054793353	-0.010005743	-0.6494204	0.024537893	-0.25300235	0.0	-0.17891221	0.018343862	-0.11840129	-0.050981645	-0.07266075	0.02763491	0.10911024	0.04359645	0.10553677	0.14579797	-0.00238232	0.008576351	0.04931402	-0.08909876	-0.02167911	-0.17319465	-0.16771531	-0.046217002	0.07170782	-0.054793354	0.022155574	-0.036925957	0.0061940313	0.0088145835	0.08052241	0.075043075	-4.7646396E-4	0.14341564	-0.28063726	0.11744837	-0.03811712	0.123880625	0.15389785	-0.14174803	0.04311999	0.09100462	0.124833554	0.077901855	0.083857656	-0.02287027	-0.0026205517	-0.1310276	-0.03382894	0.046217002	-0.1765299	0.043834683	-0.07432838	0.030017229	-0.0045264075	0.078854784	-0.092672236	0.10720439	0.05931976	0.0998192	-0.034543637
PUF60	-0.11176146	0.04348398	0.049205557	0.09288026	-0.5403075	0.028226443	-0.090973064	0.10089046	0.023267744	0.064653814	-0.12377676	0.099555425	-0.049968433	0.059313674	0.21570343	-0.036236648	0.16363707	0.2303888	0.048824117	-0.034710895	0.106993474	-0.02403062	-0.12930763	-0.11366865	-0.0013350345	0.063509494	-0.061220866	-0.06694244	-0.061030146	-0.01945336	-0.04748908	-0.006484453	0.13102409	0.01430394	0.048824117	0.15448256	-0.3562635	0.07438049	-0.09497816	0.09402457	0.2174199	-0.13464776	-0.066751726	0.100509025	0.13731782	0.011443152	0.11328721	0.028035723	-0.020406956	-0.22352292	-0.036236648	0.010108118	-0.16134845	-0.0337573	-0.106612034	0.0	-0.05244778	-0.0032422266	-0.10317909	0.107756354	0.037571684	0.090019464	-0.066561006
GPR172A	-0.015214741	0.11911615	-0.0123867225	0.1346137	-0.2319541	-0.027997386	-0.0012443283	0.049942814	-0.11922927	0.14762259	-0.120247364	0.099489704	0.057635024	0.1790136	0.28743982	-0.014309775	0.22873016	0.2311057	-2.828019E-4	0.027884265	0.11459132	-0.15135556	-0.21719185	-0.01645907	-0.1504506	-0.04756728	0.03885698	-0.09004412	-0.025678411	0.012782645	-0.072397284	-0.071322635	0.10079059	0.08568897	0.042703085	0.1828597	-0.23630926	0.21538192	0.1084828	0.18302938	0.2716595	-6.787245E-4	0.0	0.06006712	0.18133257	-0.0033936226	0.22912608	0.0020361736	-0.04801976	-0.15729441	-0.035746157	-0.045927025	-0.16317669	-0.048981287	-0.012330162	0.09745353	-0.08274783	0.1425887	-0.0066741244	0.082860954	0.1046367	0.11617501	-0.07279321
DSCC1	0.013238997	-0.09977215	-0.15276651	0.074483745	-0.36213455	0.011972658	0.032272454	0.09040892	-0.0042595034	-0.08177479	-0.18354239	-0.027629212	-0.12126154	0.07152896	0.09977215	-0.096471995	0.084077224	0.009171363	-0.10702482	-0.042326417	0.099848896	0.0613215	-0.5442571	-0.21067274	-0.006370068	0.11730903	-0.05683175	0.054375824	-0.11101571	-0.03695407	-0.13664947	0.029547906	0.08534356	-0.009439981	-0.024751168	0.08530519	-0.01051445	0.11078546	-0.12682575	0.11826837	0.12701762	-0.0074829115	0.12805372	0.03795179	0.17252907	0.014812327	0.05433745	0.022755725	-0.022256864	-0.08726226	0.03538074	-0.0021105648	-0.30568653	0.0	0.13814606	0.104415394	-0.040561218	0.04815925	-0.065350756	0.10809929	-0.056064274	0.07482912	-0.16009593
NULL	-0.3656058	-0.1916402	-0.071740955	0.018444126	-0.30662432	0.11557989	-0.048456173	0.0141496	-0.14199248	-0.0029292153	-0.38385135	0.08149673	-0.10709013	-0.019883912	0.065832876	-0.08216698	0.09544774	0.020032855	0.10177782	-0.06359873	0.13397437	0.08139744	0.102050886	-0.19166502	-0.024848683	-0.036888253	-0.09090497	0.090780854	0.0375585	0.12749533	-0.08445077	-0.041654434	0.008340817	0.03492717	0.046147555	0.011294856	-0.061712112	-0.120842546	-0.21331142	0.020355564	0.107909314	-0.16982003	-0.16676669	0.021522285	0.09693717	0.0018121417	0.08986237	0.0	0.01305735	-0.20514438	0.06382214	-0.048927825	-0.19077136	0.031948306	-0.15758185	0.014397838	0.045030482	-0.101157226	-0.25196218	0.018940605	-0.08613879	0.05977585	-0.15509947
RAD21	-0.026173547	0.003639517	0.014480631	0.08835508	0.0	0.0686862	-0.08742584	0.052656837	0.035775676	0.01982375	-0.094472565	0.032136157	-0.07224828	0.038408518	0.09354333	-0.092614084	0.08990381	-0.0108411135	0.030200245	-0.11770352	0.046461917	0.06527899	-0.050101433	-0.22921212	-0.73727316	0.09075561	-0.04096392	-0.011692916	-0.12482768	0.012312408	-0.07650729	-0.06829902	-0.19978625	-0.09818952	-0.024005324	0.10082236	-0.03453669	0.02609611	-0.19854726	0.089826375	0.13001592	-0.21000786	-0.069228254	0.042048033	0.069305696	0.022766339	0.034769002	0.021295045	-0.028883824	-0.11026961	0.02385045	0.019978624	-0.08912944	-0.04924963	0.0010066748	0.10082236	-0.15719615	0.044293694	-0.08293452	0.099660814	-0.020598115	-0.013009337	-0.115767606
YWHAZ	-0.0017261625	-0.05092179	-0.11220056	0.0712042	-0.14974459	0.024166275	0.045311764	-0.0047469465	0.030639384	0.057394903	-0.10486437	0.016830083	-0.025460895	0.004315406	0.0414279	0.038838655	0.10961132	0.031070923	0.018124705	-0.012514678	-0.019850869	0.038838655	-0.2636713	-0.0414279	-0.8894052	-0.037112493	-0.0988228	-0.047469467	0.009925434	0.05610028	-0.009925434	0.0	-0.011220056	0.04962717	-0.02157703	0.02071395	0.037975572	0.04790101	-0.02848168	0.03322863	0.058689523	-0.027187059	0.03322863	0.055668738	0.012514678	-0.011220056	-0.0038838654	0.024597814	-0.037544034	-0.01424084	0.080698095	0.040996358	0.0051784874	-0.047037926	-0.030639384	0.026755517	-0.045743305	-0.03452325	-0.015103921	0.055668738	-0.03322863	0.009493893	-0.030639384
FAM49B	-0.0963184	-0.11760876	-0.093452394	0.23378451	-0.48937118	-0.05721784	-0.08352371	-0.061721567	-0.12559265	-0.123136066	-0.22221811	-7.165024E-4	-0.13572603	0.031526107	0.1037905	-0.055682477	0.15200087	0.16694507	-0.00859803	0.02814831	0.0	-0.13111995	-0.24811457	-0.30430883	0.123647854	-0.056706052	-0.055784833	-0.024258725	-0.016274842	0.083216645	0.008290957	0.055784833	0.10174335	0.038998205	-0.073697396	0.16233899	-0.13889912	0.10368814	0.018014919	0.08505908	0.16285077	-0.06120978	0.011873469	0.10215278	0.16520499	0.06458758	0.08864159	0.03510862	-0.13572603	-0.10123156	-0.13490717	0.106451795	0.026817663	0.015558339	0.08035063	0.016274842	-0.028660098	0.067658305	-0.022518648	0.10594001	0.0023542223	-0.09611369	-0.18884957
EXOSC4	-0.31186798	-0.10182401	-0.05474959	-0.024986962	-0.49539	-0.0967925	-0.22795273	0.057393264	-0.0382906	-0.0052873436	-0.18121944	-0.1106931	-0.034026615	0.005884302	0.13610646	-0.008783813	0.10975502	0.15870559	-0.034623574	-0.001620315	0.12007387	0.0026436718	-0.1864215	-0.29327703	-0.07666648	0.033941336	0.034197174	-0.07368169	0.058672458	-1.7055948E-4	0.037096687	0.018335143	0.07078218	0.024304725	0.013985877	0.12553178	-0.26530525	0.095854424	-0.024645844	0.12655513	0.14923954	-0.18522759	-0.008869093	0.088349804	0.14736338	0.078542635	0.14992177	0.10847583	0.029933188	-0.16467518	-0.013730037	-0.01270668	-0.12467898	0.004860945	-0.10378544	-0.019017382	-0.027033675	0.0	0.009380771	0.10421184	0.026607277	0.07018522	0.056540463
TRAM1	0.020624446	-0.019318532	-0.18733121	0.13446419	0.25695	0.07421198	-0.2745123	-0.09951971	0.13788658	0.016616639	-0.009501656	-0.07205047	0.15090069	-0.17319131	0.04674274	0.11356955	0.17796466	0.041519083	0.0	0.17778453	0.014635251	0.09997002	-0.12761939	-0.10694991	-0.47080478	-0.11622641	-0.029540692	-0.05732515	-0.009456623	-0.15000007	0.108526014	0.034989506	0.035079572	-0.07173525	-0.06655662	0.067547314	-0.0027919556	0.033143215	-0.08713603	0.10839092	-0.047463246	-0.13302317	0.09199944	0.077454254	-0.011933358	0.039942976	-0.12050441	-0.0096367495	0.035484854	-0.082903065	0.11451521	0.087361194	0.19151914	0.037466243	-0.14635251	0.06637649	-0.22241078	-0.10731016	-0.09933958	0.16022223	-0.03476435	-0.19169927	0.07155512
RECQL4	0.02912045	-0.10429931	0.0025647369	0.099543855	-0.34869736	-0.0065187067	-0.07122488	0.051348172	-0.1561818	-0.100345336	-0.02404441	-0.005182906	-0.03622691	0.14426646	0.16654761	-0.076514654	0.1508386	0.2783808	-0.024365	-0.03515827	0.030295955	-0.14052622	-0.38268012	6.411842E-4	0.101681136	0.12887803	0.02618169	0.019769847	-0.018914934	0.060645342	-0.15025084	-0.0013358005	0.08175099	0.032646965	-0.055676166	0.22003306	-0.0747514	0.16617358	-0.11771074	-0.0365475	0.13534331	0.032112643	0.19251557	0.08682703	0.15180036	-0.04632556	0.06860671	0.0	-0.10777239	-0.13929728	-0.032700397	-0.040608335	-0.1585328	0.0071598906	0.22233063	0.053004563	-0.2034157	0.025700802	-0.035371996	0.08949863	-0.07138518	0.09222367	-0.23841368
CPSF1	0.13877428	-0.015946368	0.0	0.17348829	-0.20664856	0.051028375	-0.111788124	0.041705884	-0.089790314	-0.057570472	0.02240669	-0.049270187	-0.18800358	0.018604094	0.19953403	-0.41023052	0.14081869	0.16224407	-0.18734936	-0.12315502	-0.0574887	-0.10798553	-0.06926448	0.10749487	0.17610514	0.14466217	0.10745398	-0.051396366	0.116776474	0.035981547	0.028253691	-0.16163073	0.13636188	-0.095596425	0.0034346022	0.15770549	-0.17062613	0.07895496	-0.10712688	-0.10201586	0.17434694	0.019871626	-0.041951213	-0.037085526	0.08664193	-0.14920075	0.061454844	0.074089274	-0.2006789	-0.25178903	-0.06341747	-0.05891978	-0.15210381	-0.10524602	0.108026415	0.042196542	-0.01087624	0.011121569	-0.04395473	0.040806346	0.06394902	0.120497294	-0.18150237
GPR172A	0.04505164	0.03584452	0.035493102	0.13459265	-0.09179009	0.0841292	-0.028394483	-0.0014759508	-0.13895023	0.13817711	-0.09101697	0.016024608	0.04582476	0.17957401	0.28942692	-0.05250168	0.2346059	0.23734695	0.063255034	0.16418196	0.092282064	-0.11406992	-0.23186484	-0.05334508	0.10254344	-0.11182085	0.01960906	-0.020803878	-0.09059527	9.839672E-4	-0.1229959	0.07794426	0.007168904	-0.0046387026	0.067682885	0.17873062	-0.21541853	0.21654306	-0.019117078	0.16685273	0.22666387	-0.09319575	0.071337625	0.0950934	0.24079083	-0.113788776	0.2350276	-0.030924683	-0.032189783	-0.24339132	-0.018625094	-0.100153804	-0.16973434	-0.07084564	-0.016586876	0.060513984	-0.114983596	-0.0089962715	-0.07773341	0.12419072	-0.041326623	0.0	-0.12313647
CPSF1	0.0863928	0.023839403	-0.031451985	0.19792715	-0.3097119	-0.011218542	-0.18340313	0.11098344	-0.062102646	-0.014824502	0.0	0.07913079	-0.17518955	0.0028547184	0.19126613	-0.062453225	0.25171605	0.27295116	-0.046376653	-0.04322144	-0.11418874	-0.13452235	-0.021685844	0.11969784	0.3088104	0.24124874	0.057945777	0.053488407	0.08614238	0.0032052977	0.058947433	-0.061401486	0.12640893	0.026193293	0.037461918	0.17088245	-0.15695943	0.041318294	-0.014023178	-0.06200248	0.22001365	-0.023388658	-0.10256953	0.046376653	0.21029758	-0.076175906	-0.011068294	-0.039515313	-0.22602358	-0.13577442	-0.06701076	0.06185223	-0.09064983	-0.07983195	0.08088369	-0.029699087	-0.007712748	0.008013245	-0.06500745	0.1622682	0.021685844	0.15751034	-0.13857906
TIGD5	0.11916386	0.031591073	0.11215804	0.1613934	-0.2773787	-0.107163146	-0.012422362	0.0	-0.06120365	0.076188326	-0.1536416	0.08744305	0.022866229	0.14446267	0.21604532	-0.1471223	0.08432935	0.19840102	-0.029093627	-0.17809711	0.11335811	-0.41360304	-0.18085402	-0.07054475	0.12279651	-0.014465728	0.12480744	-0.075799115	-0.2216889	0.08092374	-0.0063247015	-0.021925632	0.08640515	0.075215295	-0.21711566	0.15153337	-0.16933984	0.03593728	0.05808995	0.03253167	0.21118017	-0.07294489	0.037040047	0.046510883	0.11854761	-0.05264098	0.040737566	0.076966755	-0.14614926	-0.08348606	-0.20024978	0.028736848	-0.02919093	-0.11796379	0.003275871	-0.102330424	-0.11342298	-0.039537493	-0.008043723	0.08851339	-0.04226198	0.13774875	-0.023125704
SCRIB	-0.0052192044	-0.041567236	-0.10879556	0.09394568	-0.31222028	-0.05890245	-0.27214423	0.033117097	-0.006089072	-0.04697284	-0.025723223	0.025039755	-0.070148595	-0.0012426678	0.21460873	0.038460568	0.13526438	0.22641407	-0.17391135	0.08164327	0.025785357	0.0	-0.27456746	-0.112399295	0.0729446	-8.6986745E-4	0.026468823	0.03044536	0.031253096	-0.019323483	0.032060828	-0.09438062	0.062257655	0.07381447	-0.08996914	0.04417684	-0.21150205	0.10208516	-0.061946988	0.08151901	0.21380098	0.03081816	0.025971755	0.13619639	0.18323135	0.06822246	0.094567016	0.007021073	-0.0049085375	-0.3390619	0.04672431	-0.0032930695	-0.23138474	-0.19491243	-0.066172056	0.010562676	-0.17179881	-0.002733869	0.006089072	0.11270996	-0.22343166	-0.085806206	-0.1457028
NUDCD1	0.13456891	0.007572073	0.1071613	0.21070117	-0.21555717	-0.05679055	-0.029712157	0.039917994	0.04238715	0.030946733	-0.09349864	0.08263437	-0.009465092	0.062058076	0.0943217	-0.07950677	0.050946884	0.09456861	-0.060905807	0.0	0.046667017	-0.2449401	-0.44148478	-0.10370448	-0.05662594	-0.07983599	-0.008971261	-0.10633825	-0.23753265	0.009382786	-0.1344043	-0.27275926	-0.0784368	-0.06847788	-0.005020614	0.15662669	-0.17152391	0.049876917	-0.1919356	0.018847877	0.14790234	-0.22732681	0.093004815	0.04724315	0.1185194	0.01728408	0.06831327	0.0042798673	0.04353942	-0.2383557	-0.08823112	-0.0288068	-0.081317484	-0.06781944	0.0071605477	0.050123833	-0.15942506	0.0784368	0.07810758	0.065432586	-0.060247365	0.07761375	-0.2064213
PTDSS1	0.02058848	0.047903888	0.035265416	0.10253471	-0.46782735	0.087857775	-0.13739243	-0.12495781	-0.1002924	-0.05177697	-0.27315408	-0.24257715	0.025480792	0.07216161	0.17184247	0.051573124	0.17571555	0.086634696	-0.06665775	-0.020384634	0.007338468	-0.11456164	-0.042603884	0.0	0.12577319	-0.04117696	-0.07236545	-0.2811041	-0.040157728	0.12332703	-0.006523083	-0.020180788	-0.009376932	-0.049738508	-0.004076927	0.121288575	-0.30678874	0.036284648	0.029761566	0.07440391	0.09886547	0.025684638	0.1481963	0.048719276	0.047088504	-0.04953466	0.02058848	0.008969239	-0.14717706	-0.091934696	-0.011211549	0.02446156	-0.095603935	0.020996174	-0.028334642	0.07970392	-0.26540792	-0.161854	-0.10049625	0.1337232	0.012026934	0.08439238	-0.1561463
PPP1R16A	0.016332343	0.013576513	0.023100335	0.34699136	-0.16008127	-0.008267488	-0.3505577	0.052806556	-0.033718385	-0.029544113	-0.055683967	0.010010146	0.100547254	0.17544097	0.23388077	-0.034488395	0.1611755	0.21856159	-0.07100314	-0.02682881	0.09317135	-0.22707225	-0.087051794	-0.08761917	0.08790286	0.0032826792	-0.015076009	-0.092766084	-0.10233043	-0.024235088	0.060992993	-0.15116535	0.13244192	-0.047173318	0.0	-0.031773094	-0.3158667	-0.05025336	-0.09689983	0.10650471	0.18107422	-0.022654539	0.13150981	0.031003082	0.22261429	-0.16603872	0.20198609	-0.048105437	0.03388049	-0.11813593	0.017264461	0.025694057	-0.17272566	-0.0899292	0.14358683	0.027274607	-0.057021353	0.09041552	0.011874383	0.0045795403	-0.08855129	0.020830829	-0.072340526
C8orf30A	0.0018199126	-0.09706201	0.020791123	0.0048531	-0.33668384	-0.33712503	-0.062814556	-0.018640317	-0.27734366	-0.05007517	-0.008934116	-0.09529724	-0.082006365	0.16572234	0.2867741	0.020239634	0.10803663	0.16732167	-0.08310934	-0.010588583	0.0775393	-0.07902832	-0.113165475	-0.18811278	-0.04235433	-0.03546072	-0.08255785	0.10511374	0.040093224	0.05630699	0.055038568	0.06518596	0.09458031	0.063641794	0.15364474	0.14790925	-0.06375209	0.19903226	0.023548566	0.13390145	0.25026557	0.0	0.15794635	-0.04323671	0.31490004	-0.0043567605	0.117136195	0.05840265	-0.0218941	-0.16919672	0.044505134	-0.025368478	0.013456323	-0.089175716	-0.034743786	-0.03590191	-0.07246561	-0.06634409	0.024596395	0.14873649	-0.029008303	0.08939631	-0.057465117
C8orf33	-0.06664944	-0.14468582	-0.18075773	0.088069625	-0.34829706	-0.1982761	-0.11124165	-0.016244307	-0.06641055	-0.023251655	-0.1012084	0.12573412	-0.04499036	-0.0043795924	0.21380375	-0.025003493	0.22463329	0.3008382	0.05948283	0.045149617	0.16841525	-0.050484758	-0.078912295	-0.19795759	-0.018235032	0.0	-0.05510324	-0.060677264	0.049927354	0.086317785	0.111560166	-0.07102903	0.009794362	0.13425443	0.04944958	0.2020983	-0.17000782	0.009555475	-0.092926994	-0.0043795924	0.1941354	-0.016562823	0.06864016	0.007962896	0.24270906	0.028427538	0.13656366	-0.06577352	-0.01688134	-0.07477159	0.07445307	0.09619178	-0.040053364	-0.054625463	0.08918443	0.10112877	-0.26325333	0.16132827	-0.034001563	0.22367774	0.0061314297	0.0032647871	0.09850102
WDR67	-0.15231706	-0.18636382	-0.030076291	0.09628384	-0.21693642	-0.040052094	-0.15971206	0.081146434	-0.037967596	0.0	0.05623175	0.13598852	-0.078813784	0.13921452	0.17440279	-0.09742535	0.16899303	-0.060202215	0.06332896	0.030920016	0.08685398	0.033550452	-0.08650656	-0.23609392	0.20879696	0.049233798	-0.025708778	2.9778507E-4	0.01583224	0.06347785	-0.06700164	-0.005360131	-0.06233634	-0.19738187	-0.24904758	0.14735398	0.0123084495	0.12859352	-0.15862018	0.17514725	0.26056194	-0.1842297	0.053055372	0.03528753	0.061343726	0.0043675145	0.023574652	-0.10283511	-0.10630927	-0.18115258	-0.032557834	0.02054717	-0.0957379	-0.058514766	0.043575883	0.077225596	-0.0810968	-0.14780065	-0.17360869	0.21787941	-0.18120222	0.038910583	-0.26770878
ENY2	-0.056673843	-0.042342525	0.060799524	0.23494674	-0.24102668	-0.016068446	0.056673843	0.066228054	0.089027874	0.026491221	-0.17349578	0.077085115	-0.052765302	0.13354181	0.18435284	0.015634164	0.14418173	0.07317657	0.06839947	-0.10183921	0.07969081	-0.13332467	-0.43384805	-0.105530605	-0.01498274	-0.10857058	-0.066228054	-0.049291044	-0.015634164	0.08663932	-0.14092462	-0.029314056	-0.11356483	-0.16285588	0.066445194	0.14570172	-0.110959135	0.030616904	-0.16589585	0.0	0.19586132	-0.33830592	0.032788314	0.0043428233	0.11812479	0.044296797	0.07100516	0.034308303	-0.056673843	-0.19477563	-0.07686797	0.014765599	-0.10726774	-0.058628112	0.03778256	0.09662782	-0.20085557	0.053199586	-0.10618203	0.111176275	0.00564567	-0.09011358	-0.1698044
DDEF1	0.12594037	0.17512983	0.08545953	0.29111746	-0.009378538	-0.0017225886	-0.16134912	0.10239832	-0.070913225	-0.028996907	-0.09885744	0.14421894	-0.08191866	0.08220575	0.1796277	-0.1942697	0.17541693	0.2688195	-0.07110462	-0.04162922	-0.0027752814	0.14125226	-0.038184047	0.07876057	0.057993814	0.1655599	0.055792727	-0.12555756	-0.08813911	0.034068972	-0.07081753	-0.32021007	0.13713719	-0.017704383	0.009665635	0.08239715	-0.29379705	0.022393651	-0.16795237	0.13962537	0.16651689	-0.03598296	0.027274318	0.13656299	0.10191982	-0.07876057	0.079143375	-0.022967847	-0.06364007	-0.08115306	-0.048806675	0.002392484	-0.12460057	-0.13330922	0.042394817	0.14546303	-0.12153819	-0.11378654	-0.062491685	0.1352232	0.0	0.044117406	-0.21876875
POP1	-0.011290482	-0.11919233	-0.09397467	-0.2229025	-0.334489	0.12831937	-0.1963665	0.080250315	-0.063720234	-0.060272243	-0.04235621	-0.17334609	-0.038603984	0.012980674	0.23175912	0.050063483	0.19396643	0.06642454	-0.07467268	-0.1365675	0.12595311	-0.107868046	-0.3882371	-0.13720979	0.13430265	-0.015042708	-0.087450534	0.021262614	0.021431634	0.26028955	-0.11405415	-0.081670076	0.0	0.025690917	0.095969096	0.15522723	-0.10736099	0.020316107	-0.101749554	0.10617786	0.012541224	-0.035020776	0.1594189	0.10276367	0.13437025	0.053849515	0.061151143	-0.023020415	0.15492299	0.02704307	-0.16594304	0.045567576	-0.10279747	-0.021871084	0.095529646	0.13724358	-0.07234021	-0.077816434	0.05591155	0.186631	-0.027685344	0.04631126	-0.05652002
RPL8	-0.002056273	-0.22824629	0.020562729	0.18095201	-0.108982466	0.090476006	-0.115151286	0.13365774	0.059631914	0.10486992	-0.051406823	0.115151286	-0.067857005	0.11720756	0.1665581	-0.053463094	0.17272693	0.18712084	0.022619002	-0.008225092	0.086363465	-0.108982466	-0.16038929	-0.14599538	-0.080194645	0.069913276	-0.1747832	-0.080194645	-0.094588555	0.094588555	-0.05551937	-0.071969554	0.051406823	-0.080194645	0.0	0.1747832	-0.41331086	0.041125458	0.012337637	0.17889574	0.18506457	-0.15010792	0.004112546	0.0987011	0.15216419	0.059631914	0.16450183	0.090476006	-0.115151286	-0.20562729	-0.030844094	0.115151286	-0.096644826	-0.10486992	-0.08430719	-0.024675274	-0.19534592	0.004112546	-0.18917711	0.11103874	-0.11309501	0.057575643	-0.069913276
NSMCE2	-0.07835131	-0.10775567	0.03085196	0.20637338	-0.16656439	9.0474954E-5	-0.035285234	0.016014067	-0.1495551	-0.02044734	-0.0037999481	-0.110017546	-0.014023618	0.09780343	0.07826084	-0.085679784	0.21397327	0.28553897	-0.19461162	-0.14575516	0.013571244	-0.02117114	-0.14475992	-0.23315395	-0.29521978	0.121326916	-0.08350839	0.019814014	0.08721786	0.13562196	-0.015290268	-0.01881879	0.06984667	0.031666234	0.07310376	0.22184458	-0.26789635	0.16421205	0.05039455	0.21035427	0.18918313	-0.0541945	-0.040170882	0.09771295	0.075637065	0.15235983	-0.0030761485	-0.1025986	0.048766002	-0.028590085	-0.072651386	0.15145507	0.06586577	-0.033294782	0.2135209	0.05365165	-0.12937918	0.03193766	0.0	0.21189235	-0.038270906	-0.0034380483	-0.09128923
HSF1	0.090342596	0.04138887	0.11691861	0.14389068	-0.20397386	0.11767113	0.0012278038	0.08895636	0.052993596	0.14420754	0.0	-0.042933527	0.028001849	0.07735164	0.2824345	-0.07521289	0.09430326	0.33507162	0.034972604	-0.09497657	0.1741105	-0.06115255	-0.023961978	-0.015406958	0.11062116	0.04649812	-0.059013795	-0.12119612	-0.14492045	-0.14202918	-0.19545844	-0.22706449	-0.07042049	0.09656083	0.037784673	0.12040399	-0.23090634	0.039131295	-0.050696414	0.05873655	0.24409533	0.010099676	-0.024239223	0.068875834	0.13850419	-0.10907651	0.072559245	-0.052716352	-0.06396462	-0.108482406	-0.2476599	-0.046656545	-0.19530001	-0.015208925	-0.112324245	0.10234339	-0.16001056	-0.0041190838	-0.21676679	0.122582346	-0.0033665588	0.0987788	-0.1072546
CSPP1	0.025660075	-0.034406513	-0.11619438	0.16328613	-0.3610367	0.090939775	-0.15048505	0.114167064	0.018187955	-0.21570683	-0.013901621	-0.2714871	-0.055896103	-0.061514676	0.13965337	-0.24119313	0.08033979	0.13444026	-0.23696472	-0.06446877	-0.033885203	-0.01998358	-0.28156576	-0.106057785	-0.049119063	0.022300517	2.3169369E-4	0.018014185	0.018709265	0.07808077	0.13102278	-0.14921074	0.06904472	0.00677704	0.026181387	0.22149916	-0.18350141	-0.030004332	-0.18854074	0.040836014	0.01998358	0.02710816	-0.03347974	0.13756813	0.042284098	0.1567987	-0.107100405	0.04124148	-0.12974846	-0.13924791	0.0013322387	0.0	-0.029483022	0.045817427	-0.053579167	0.058502655	-0.1276053	-0.026181387	-0.12656268	0.143708	0.010136599	0.08636382	-0.24200405
WDSOF1	-0.24357875	-0.0036291312	0.041201312	0.051875226	-0.22223091	0.023696091	-0.038212616	0.09862698	0.03394305	-0.15263699	-0.22030962	-0.16736698	-0.119761325	0.14196306	0.0698074	0.067672625	0.12488481	0.0	-0.11207611	2.134783E-4	0.16138959	-0.075144365	-0.45663008	-0.12253655	-0.004269566	-0.087312624	-0.032235224	-0.08816654	-0.13918786	0.09307654	0.054650445	-0.03928001	-0.029460005	-0.07856002	0.01387609	0.16544569	-0.1829509	0.051021315	-0.2764544	0.041628268	0.074930884	-0.1485809	0.052088704	0.0629761	0.17078264	0.073436536	0.12275002	0.11549176	0.0856048	-0.124030896	-4.269566E-4	0.067672625	-0.01003348	-0.010460436	0.103963934	0.1466596	-0.12766002	0.10866046	-0.035010442	0.14281699	-0.022842178	0.036931746	-0.20045613
EEF1D	0.11129841	0.059736438	0.20750552	0.16034517	-0.22385444	-0.032697838	-0.03835708	0.05722122	0.03835708	0.05219078	-0.20876312	0.07357014	-0.21127835	0.05030437	0.20247509	0.0	0.12513211	0.218824	0.055334806	-0.1773229	-0.025152184	-0.14210984	-0.06036524	-0.07419895	0.06602448	0.06350926	-0.028296208	-0.043387517	0.12576093	-0.010689679	-0.17040604	0.05219078	0.14273864	-0.012576092	0.013204897	0.13959461	-0.35716102	0.10626798	-0.03961469	-0.1622316	0.22008161	-0.06413807	-0.01509131	0.043387517	0.14399625	-0.06413807	0.011947287	0.020750552	-0.04653154	-0.055334806	0.04527393	0.020121748	-0.015720116	-0.006916851	-0.38419962	0.0823734	-0.13204896	0.003144023	-0.108154394	0.067282096	-0.09935113	-0.079858184	-0.17858051
