# TBROWSER	3.0
# USER	puthier
# OS	Mac OS X
# JAVA	1.8.0_73-b02
# DATE	mercredi 30 mars 2016
# TIME	10:43:30 CEST
# MODULE	60E0C1ABC
# PLATFORM	GPL570
# EXPERIMENT	GSE7127
# PROBES	205
# SAMPLES	63

HD	GSM162904	GSM162934	GSM170596	GSM169526	GSM170592	GSM162931	GSM169524	GSM162902	GSM170589	GSM162941	GSM170855	GSM170866	GSM162930	GSM169529	GSM170858	GSM170591	GSM162905	GSM170843	GSM170857	GSM170593	GSM170983	GSM171597	GSM162942	GSM170853	GSM169531	GSM162937	GSM162928	GSM170588	GSM162943	GSM169525	GSM162936	GSM170867	GSM162929	GSM170835	GSM170595	GSM170850	GSM169530	GSM170979	GSM170862	GSM170590	GSM170597	GSM169528	GSM162932	GSM162906	GSM162940	GSM171011	GSM162938	GSM162939	GSM170833	GSM170865	GSM170844	GSM162933	GSM170841	GSM170849	GSM169527	GSM170823	GSM170980	GSM170594	GSM170848	GSM162935	GSM170992	GSM171012	GSM170978
MTERFD1	-0.14211883	-0.09635174	0.07489158	0.025182841	-0.30372697	0.10248322	-0.24876268	-0.034051582	0.089125365	-0.07094992	-0.22139002	-0.059672385	0.03021941	0.10839571	0.17211924	0.085950136	0.14803131	0.116498016	-0.069745526	0.13576837	0.04938027	-0.10543946	-0.26682863	-0.31084386	0.08036611	-0.062628634	0.03865019	-0.06481844	0.060767293	0.13861512	0.11660751	0.045000643	-0.08299389	-0.02321201	-0.041277964	0.16719218	-0.13522092	0.09941748	-0.028905522	0.060548313	0.17474702	-0.109600104	0.059672385	0.114855655	-0.015219196	0.019708311	-0.07981866	-0.08310338	-0.03755528	-0.27701128	-0.11233737	0.12000172	0.008978231	-0.0036131903	0.2042	0.094818875	-0.058467988	-0.09941748	-0.09635174	0.18131647	0.0	0.0070073996	-0.18460117
CSPP1	0.020483691	0.03008542	-0.18302375	0.19912511	-0.25161457	0.030971734	-0.40711334	0.08326423	-0.14540467	-0.10704698	-0.055493075	0.017923228	-0.09828232	-0.050224435	0.25333795	-0.037323646	0.22182459	0.1563851	-0.14304116	0.014525694	0.085676976	-0.09582034	-0.13412878	-0.15180582	0.114531405	-0.0463345	-0.06775375	0.04402024	0.07868495	-0.048796482	0.10399412	-0.024964498	-0.09867624	0.01910498	0.08996082	0.18779999	-0.16426344	0.0029051388	-0.09591882	0.12418237	0.026097009	-0.0936538	0.07568133	0.123148344	0.038800836	0.0	0.041853696	0.011275878	-0.07346554	-0.118667535	-0.14525694	0.1071947	-0.11896297	0.010832721	-0.15072253	0.19050817	-0.10822873	-0.15682825	-0.101729095	0.16288473	-0.0027574198	0.10236921	-0.18248211
MAF1	-0.009321156	-0.037346765	0.08656247	0.24713492	-0.058847565	0.041510213	-0.15491761	0.03771961	0.0029827699	-0.023551455	-0.14621787	0.046419356	-0.017461631	0.16560587	0.2233349	-0.018083043	0.11813012	0.21786648	-0.035482533	-0.21873645	0.008202617	-0.087432444	0.045425102	0.020817248	-0.10638546	0.11390453	-0.07637134	-0.037408907	0.0	-0.052322756	-0.09905282	-0.13739385	0.028212031	0.019450145	0.12807268	0.15771396	-0.31138876	0.13608888	0.11104604	0.17753695	0.30418038	-0.087991714	0.014541004	-0.01858017	0.059282552	0.054684114	0.09743715	-0.061395347	-0.20270407	-0.21892288	-0.27323416	-0.051514924	-0.21451087	-0.13726956	-0.012428208	0.122790694	-0.1497599	0.02684493	-0.05313059	0.062389605	0.049277846	0.107317574	-0.031940494
KIFC2	0.12635107	0.0677599	0.029694866	0.2706847	-0.23897861	0.07400055	-0.09207183	0.02993148	-0.0635896	0.016060073	0.0	0.06660642	-0.14176045	-0.064033255	0.054125104	-0.0805074	0.21123579	0.15915148	-0.111917704	-0.043832462	-0.26225537	-0.13028476	-0.016799487	0.17947057	0.19514614	0.10842767	0.032977864	-0.18488307	-0.07536107	0.06938661	-0.33530948	-0.15424177	-0.045459174	-0.0064181136	0.051197026	0.16509636	-0.26769745	0.035817213	0.13291706	-0.018248739	0.19724609	0.08370167	0.039307248	-5.619546E-4	0.065541655	-0.11310077	0.030523011	0.0653642	-0.072432995	-0.13933517	-0.034101773	0.044749334	-0.088433914	-0.19609259	0.08881841	-0.07704694	0.008872968	-0.0026618904	-0.2600667	-0.014758703	0.020319097	0.010647561	-0.08633398
PRKDC	-0.01535354	-0.04478116	-0.006077443	0.0718631	-0.379467	0.080712706	-0.13946132	0.09254773	-0.10161058	-0.03603817	0.0036251415	0.044674538	-0.0841246	-0.123894535	0.113978714	-0.0635466	0.15140297	-0.021750849	-0.016313136	-0.02367004	0.047979813	0.029960727	-0.25493273	-0.032199785	0.11333898	0.06557241	-0.055656582	0.025269369	0.053310905	-0.0027721669	0.042968586	-0.008742988	-0.04446129	0.029960727	0.015033674	0.116111144	-0.08913583	0.03187992	-0.21388334	0.06973066	-0.1677161	-0.023456797	0.032199785	0.11739061	-0.006717174	0.046913594	0.07858027	0.10662181	0.015780028	-0.16174528	0.022923687	0.11259263	-0.25834465	0.010555559	0.06653201	0.097772196	-0.17315382	-0.30888337	-0.4312852	0.095426515	0.0	-0.043395076	-0.24405731
INTS8	-0.09634867	0.12038046	-0.07021271	0.2635745	-0.17088045	-0.04175109	-0.15017103	0.021706138	0.091254376	-0.09291556	0.023478067	-0.009081139	-0.12392432	0.14430152	0.18494515	-0.048949555	0.108752176	0.13389143	-0.00653399	-0.12569626	-0.099449545	0.0	-0.08992542	-0.1408684	0.07486402	-0.08206249	-0.040975872	0.0791831	-0.16667213	0.18716006	-0.03222697	-0.21484646	0.025803724	0.03831798	-0.1272467	0.19690567	-0.12768967	0.10288266	-0.07132016	0.24031794	0.14031467	-0.096791655	0.15903068	0.1671151	0.040089905	0.14241883	0.006976973	-0.02613596	-0.02868311	-0.40477517	-0.087489024	0.15127848	0.022813594	0.008195174	-0.0022149119	0.069991216	-0.09557345	0.040311396	0.047952842	0.081841	0.02513925	-0.011960524	-0.2661217
MED30	0.02572624	-0.034598976	0.13215213	0.17341739	-0.076333694	0.019529408	0.058165714	0.16351184	0.13853674	0.1404615	0.0	0.13351355	-0.12947622	0.20632632	0.10102713	-0.1024355	0.15604748	0.10431333	0.13299714	0.03793212	-0.004319004	-0.1820554	-0.019247733	-0.22618434	-0.08830485	-0.012111989	-0.0040373295	-0.15017927	-0.21853219	0.05417533	-0.3024711	-0.11666004	-0.07915044	0.01591459	-0.105111405	0.19473073	0.0106566725	0.098585956	-0.2512064	0.0047884607	0.1509304	-0.056710396	-0.0108914	-0.17665663	0.05210972	-0.15186931	0.07516006	-0.09074602	-0.16308933	-0.2251046	-0.14327826	0.06408087	-0.1514468	0.016384047	0.0610294	0.10426638	-0.092342176	0.014412328	-0.06994908	0.04840101	-0.17182124	0.08469003	-0.18529464
SLC25A32	-0.06686009	-0.011024801	0.016359383	0.05316799	-0.072194666	0.032896586	-0.16572766	-0.024183435	-0.00284511	-0.1808423	-0.09833411	-0.09495555	-0.06686009	0.0	0.16839495	-0.019204492	0.21978475	0.071661204	0.009602246	0.1330089	0.13745438	-0.1074029	-0.38213384	-0.3636406	0.056013104	-0.0908657	-0.073083766	-0.13176416	0.06828264	0.16306037	0.058146935	-0.08161909	-0.002489471	-0.011024801	-0.038231164	0.041431915	-0.1788863	8.890969E-4	0.00284511	0.18742162	0.14830136	-0.2809546	0.041787554	0.035208236	0.2386336	0.012269537	0.07681797	0.060458586	0.010135705	-0.024005616	-0.023294337	0.13283107	-0.026495086	0.015114646	0.15007955	0.17177351	-0.13158634	-0.043743566	-0.09797847	0.17550772	-0.037342068	0.09424427	-0.18795508
C8orf33	-0.09969462	-0.12296524	-0.11194501	0.0045618615	-0.14305793	-0.14849116	-0.07421995	0.020400235	0.011942851	-0.06376355	-0.24782698	0.028293794	-0.09964336	-0.014351924	0.18308954	0.010353888	0.15669225	0.27135387	0.044439707	0.011532797	0.08831559	0.0	-0.34044814	-0.32548115	-0.1432117	-0.06945306	0.054998625	-0.05915043	0.05899666	0.026141005	0.006304595	-0.21656029	-0.024552042	0.014761979	0.051154356	0.21338236	-0.102923796	0.04505479	-0.12809092	0.08626532	0.24654555	-0.08928947	-0.042081892	0.011584053	0.23132226	-0.026448546	0.15551335	-0.13249901	-0.069658086	-0.11466162	0.032906912	0.0458749	-0.13583072	-0.07657777	-0.016760997	0.04669501	-0.16432953	0.11650687	-0.030446582	0.19785152	-0.06955557	0.044952277	0.057766493
PRKDC	0.03861266	-0.06841156	-0.009513264	0.065893345	-0.36954832	0.0967415	-0.109822236	0.10947248	-0.08464007	0.0013990094	0.0	0.06302537	-0.09107551	-0.13556401	0.115977876	-0.084080465	0.1704693	-0.015459053	-0.013220639	-0.08631888	0.051343642	0.010912273	-0.27126792	-0.016858064	-0.13549405	0.07253864	-0.018606825	0.012031481	-0.003427573	0.013570391	0.026581177	-0.06281552	-0.05218305	-0.0024482664	0.029309247	0.1508132	-0.16221514	0.039591964	-0.1410901	0.053162355	-0.16228509	-0.07316819	0.032457016	0.12870887	-0.012661035	0.020355586	0.0672224	0.07239874	-0.027490534	-0.2317459	0.03868261	0.124301985	-0.25699803	0.008813759	0.061836213	0.08785779	-0.10968234	-0.24965322	-0.42900622	0.090096205	0.0223142	0.014479747	-0.2562985
MRPL13	-0.22420509	-0.01679439	-0.07809391	0.1778106	-0.2636719	0.051432814	0.0065078256	0.032329198	-0.020573126	-0.080823	-0.109583385	-0.09614787	-0.24519807	0.08817054	0.1364544	-0.048913658	0.21118943	0.021412846	-0.035058286	0.013015651	0.06780735	0.033378847	-0.15030979	-0.3669574	-0.07473503	-0.0012595792	-0.07494496	-0.13813385	0.048703726	0.040096603	0.11966002	-0.022252565	0.031699408	-0.054161903	0.018263897	0.18431842	-0.17907017	0.1230189	-0.01448516	0.17823045	0.221476	-0.19712414	0.06213924	0.07347545	0.20930007	0.13813385	0.11126283	-0.08250243	-0.005038317	-0.15933676	0.0	0.09215921	-0.090059906	-0.096567735	0.08796061	0.1750815	-0.18221912	0.027290883	-0.050593097	0.19040638	0.009656774	-0.01511495	-0.05815057
OTUD6B	0.079024106	-0.18293938	0.06040922	0.1646811	-0.11340102	0.13850614	-0.21203852	-0.06782665	-0.05869751	-0.10270281	-0.3003344	-0.07239122	-0.021325098	0.078881465	0.10427188	0.07203461	0.20604752	-0.03687316	-0.059054118	0.10256017	0.0886525	0.07353236	-0.37058598	-0.15876143	0.14107372	0.0038513553	-0.15241383	-0.09385896	-0.040439233	0.03116745	0.12573962	-0.029883664	-0.10726738	-0.046287585	0.12752266	0.15312704	0.020112634	0.056843154	-0.15540932	0.14585225	0.16689207	0.0	0.042721517	0.09243253	0.02453456	0.02353606	-0.07082215	-0.1370084	-0.19192588	-0.095285386	-0.035161447	0.12024787	-0.07353236	0.03829959	0.21075472	0.11340102	-0.19577724	-0.09792428	-0.1316593	0.14378394	0.0016403921	-0.05670051	-0.17423818
WDR67	0.088983074	-0.14095978	0.036972784	-0.0058908067	-0.23647141	0.030679189	-0.46705204	0.10739394	0.034404997	-0.046975408	0.01691719	0.086717375	-0.24764885	-0.009163477	0.1035003	-0.12436148	0.15811194	0.0073844874	0.07636231	0.048536222	0.16076364	-0.06256675	-0.056071755	-0.05541722	0.029756127	0.097995505	-0.014517231	-0.04721037	-0.04836839	-0.04635444	-0.08005455	-0.06030105	0.061408725	0.032038603	0.018444436	0.07313999	-0.21458648	0.053386487	-0.13527039	0.16742647	0.1740725	-0.36115178	0.029403685	0.0052530556	0.08725443	0.058387797	0.040127974	-0.015893431	-0.05816962	-0.08139719	-0.16331466	-0.019031838	-0.09163477	0.029621864	-0.006528558	0.10135209	-0.21310958	-0.09040962	-0.27277288	0.006461426	-0.13135996	0.08164893	0.0
NBN	-0.11001656	0.05030672	0.08791922	0.123651095	-0.37083572	0.06464648	-0.20381273	0.09191555	-0.013046836	-0.12470894	-0.09802758	0.10872363	-0.010225899	0.0875666	0.21580172	0.066527106	0.14257488	-0.045840234	-0.09979066	0.0499541	-0.12658957	-0.11894953	-0.28021312	-0.37894592	0.081101954	-0.106843	0.0022332422	-0.13140868	0.07710563	0.07498992	0.043254375	-0.07158129	-0.060297538	-0.06335355	0.086743824	0.14198719	-0.2515336	0.060297538	-0.061825547	0.022920117	0.1444555	-0.14257488	0.07451976	0.034674022	0.0051717185	-0.013046836	0.033968788	-0.021627188	-0.06617449	-0.06617449	-0.035849415	0.15491648	0.0012929296	-0.02115703	0.0072874217	0.11683383	-0.19346929	-0.021392109	-0.15679711	0.19182375	0.0	0.03773004	-0.1687861
FBXW9	-0.13476889	-0.0740613	0.005272494	0.10219769	-0.014881245	-0.07889031	-0.1564009	-0.032916132	-0.22277519	0.0073420713	-0.103971615	-0.008031931	0.034640778	0.0	0.15684438	0.1029861	0.10515423	0.19729969	0.09096284	-0.24031733	0.23583324	-0.36498472	0.006800039	-0.039420515	-0.18123582	0.314625	0.15925889	0.0631221	-0.011924706	0.020745046	-0.08164974	-0.29299298	-0.005173943	0.16640386	0.02567261	0.1141224	-0.1802996	0.16876909	-0.04966985	0.17478071	0.08938602	-0.017837783	0.10732236	0.019118952	0.06844387	-0.039765447	0.13240366	0.17714594	-0.025820438	-0.065832265	-0.068296045	-0.02434217	-0.14255445	0.034887157	0.008327584	-0.06464965	-0.052675664	0.070612	-0.07066128	-0.004779738	0.011924706	0.1280674	-0.008721789
CHRAC1	0.0	0.020833364	0.045359414	0.23649725	-0.13497594	0.07875893	0.0902228	0.028659653	-0.0075507164	0.040729776	-0.029706834	0.078814045	-0.085648276	0.008322323	0.13459015	-0.044422463	0.36722937	0.13034631	0.02628972	0.010471797	-0.00490521	-0.060571074	-0.20976663	-0.12665363	0.1883821	-0.06977523	0.09253761	-0.09044325	0.01565258	-0.0028108507	-0.18215415	-0.2257499	-0.14991203	0.05351639	0.1348106	0.056327242	-0.028218737	-0.020337332	-0.22993861	0.042328104	0.17686313	0.008542782	0.117669925	0.08586873	0.13095257	-0.004519407	0.15735252	-0.22795448	-0.11463861	-0.24680372	-0.009093928	0.19946016	-0.0041887187	-0.19240548	-0.017250907	0.19521633	-0.004684751	-0.0726412	-0.1235672	0.008101864	-0.042548563	0.04144627	-0.22685218
DDEF1	0.08657829	0.12678073	0.10088253	0.2606383	0.064293794	-0.009034256	-0.2455812	-0.010991679	-0.08266345	-0.053302113	-0.21034761	0.15478693	-0.09726883	0.06549836	0.1715003	-0.12602788	0.16592917	0.24377435	-0.016412232	0.08100717	0.090643704	0.14906523	0.024693634	0.046978135	0.13611613	0.06414322	-0.078296885	-0.08251288	-0.03357732	0.0	-0.09711826	-0.22450127	0.08642772	-0.06715464	-0.0834163	-0.014906523	-0.3357732	0.04170815	-0.093504556	0.14710781	0.16728431	0.029511904	0.015358236	0.08386801	0.09245056	-0.08928857	0.027102768	-0.08627715	-0.111422494	-0.16171318	-0.0647455	0.0632398	-0.029361334	-0.15584092	0.062035225	0.14530095	-0.12964158	-0.15764777	-0.11684305	0.08627715	-0.0823623	0.050441265	-0.28171822
EIF3E	0.054113828	0.049267814	0.07511322	0.11549668	-0.15830314	0.01857639	-0.17849487	0.054113828	-0.07753623	-0.20434028	-0.15264946	-0.09449728	-0.25522342	0.0072690216	0.1017663	-0.096112624	0.06865187	0.046844807	-0.14376509	-0.023422403	0.0	-0.12680404	0.03472977	-0.32468298	-0.09692029	0.1227657	-0.081574574	0.062190518	-0.024230072	0.058152173	0.06057518	-0.07269022	-0.03553744	-0.07511322	-0.028268417	0.11549668	-0.3682971	0.024230072	-0.11307367	0.13730374	0.11791968	-0.15830314	0.008076691	0.10661232	0.15588014	0.1017663	-0.041191123	0.033922102	0.037960447	-0.10984299	-0.06299819	0.08076691	0.063805856	-0.0064613526	0.1542648	0.088035926	-0.1671875	0.020191727	-0.025037741	0.10984299	-0.033922102	-0.016153382	-0.41594958
DDEF1	0.16116077	0.16292708	0.109085	0.3095919	0.027773736	0.004385327	-0.16359705	0.067241676	-0.10567419	-0.0070652487	-0.23498043	0.108171396	-0.063891776	0.035813503	0.17200226	-0.16920052	0.21019115	0.2637896	-0.119439244	0.0	0.039833385	0.11188674	-0.034838986	0.1048824	-0.27852917	0.09471088	0.06590172	-0.08259032	-0.04129516	0.018576732	-0.02448474	-0.2480146	0.12297187	-0.0059080096	-0.011450576	0.07418511	-0.19490342	0.041965142	-0.13758963	0.13393518	0.18613276	-0.024789277	-0.0032280877	0.1556791	0.09397999	-0.08862015	0.021743912	-0.03904159	-0.052136663	-0.103359714	-0.02813918	0.049334925	-0.0041416977	-0.1648761	0.08929013	0.119256526	-0.11645479	-0.16457157	-0.06590172	0.11146039	-0.054877494	0.059993707	-0.20994753
TMEM67	-0.47542533	-0.1913496	-0.117918745	0.05935343	-0.08822844	-0.0498009	-0.30137357	-0.1391028	-0.10184386	-0.0103950035	-0.26013327	-0.11537774	-0.08484497	0.056839608	0.1072248	-0.0342016	0.17397024	-0.00826165	0.042177897	0.080061905	0.10106932	-0.06681337	0.051730428	-0.10236021	0.07148773	-0.031973127	-0.41195467	-0.045466248	0.0	0.08196426	0.076814316	0.032475892	-0.037693776	-0.051580958	0.002785589	-0.060182314	-0.15396835	-0.03471795	0.071528494	0.11736163	-5.2994135E-4	-0.16565423	-0.024635479	0.037245363	0.09313379	0.16596676	0.09980562	0.04602337	0.10033556	0.030967599	-0.14740522	0.0798445	0.09411215	-0.049977545	0.015830299	0.122864865	0.015517769	-0.061500374	0.037530717	0.109018445	0.07204485	-0.07629797	0.059910547
PTK2	-0.0649079	0.025098734	0.0589934	0.21178478	0.14809011	0.0053078895	-0.23749013	0.09561784	0.09781682	0.035259552	0.08667025	0.0505766	0.0047771004	-0.031923164	0.13747433	-0.0021231556	0.2045054	0.26425707	0.113058046	0.02267227	0.038444284	0.096527755	0.017591862	0.0	-0.40863165	-0.016302804	-0.009250893	-0.075372025	0.10539952	0.08727687	0.014407128	-0.064377114	-0.0733247	0.036851916	-6.824429E-4	0.056415282	-0.21754764	0.045117058	-0.06862342	0.10524786	0.24408709	-0.1621181	-0.060813244	0.05596032	0.0494392	-0.06248144	-0.070519105	-0.09599697	-0.07886007	-0.22497869	-0.16287638	-0.023582194	-0.06983666	-0.18350132	-0.08712521	0.09501122	-0.30884334	-0.048150137	-0.08105905	0.15430793	-0.07901172	-0.06998831	-0.14050741
RRS1	-0.0053456356	0.026575446	0.14677589	0.10576722	-0.23780443	-0.022757135	-0.059336558	0.075068	-0.03337204	-0.033219308	-0.17816241	0.13165538	-0.06880597	0.009240313	0.21970563	-0.117833085	0.20893799	-0.04268872	0.03276111	-0.1402084	0.15861265	-0.05704557	-0.38297662	-0.2390263	0.03161562	-0.014433216	-0.04574337	-0.012371329	-0.08705749	-0.15296155	0.04085593	0.054754585	-0.104316264	0.18373714	0.0917922	0.23849173	-0.16204913	0.043376017	-0.056816474	0.12676793	0.116840325	-0.030928321	0.03963407	0.019397022	0.19419931	0.10599632	0.21726191	0.18877731	0.051470835	-0.04169596	0.089577585	-0.040397733	-0.15807809	0.0	-0.16487469	0.1397502	-0.11157106	0.09881789	-0.06598042	-0.09988702	0.07980271	-0.099428825	0.015731443
TOP1MT	-0.001105258	-0.046183996	2.8947234E-4	-0.0071841776	-0.6478391	-0.01968412	-0.13370991	-0.07821017	-0.07576281	-0.049236614	-0.4356559	-0.019105176	-0.19249912	-0.1222626	0.031052489	0.012499942	0.13618359	0.13515727	-0.053973436	-0.06773653	0.07968384	-0.029736705	8.421014E-4	-0.15647297	0.0152894035	0.02144727	0.0108683705	-0.028447237	0.026499879	-0.028210396	0.023605155	-0.08668381	0.09852586	0.028341975	0.09407851	0.15792033	-0.19163069	0.009578903	0.024105152	0.08139436	0.19139385	0.0	0.016394662	-0.0034473524	0.16592029	0.009210484	0.062236555	-0.017526235	0.05557869	-0.02339463	-0.030710384	0.041052442	0.04665768	-0.17328867	-0.062183924	0.030578807	0.0038157718	-0.0058157626	-0.06663127	0.05115766	-0.044236638	0.022473581	-0.072078615
UTP23	-0.024984445	0.0012947122	0.011267495	0.06515551	0.03278771	0.049758937	-0.04524494	0.08643079	0.0886003	-0.08286158	-0.09430403	-0.050948672	0.05203343	0.1205482	0.09094478	0.009167962	0.18391912	0.09454898	-0.06368584	0.06620528	0.1241524	0.0046889577	0.031248054	-0.067465	-0.3460031	-0.022255052	-0.11298988	-0.26044708	-0.0859409	0.028553652	0.09766329	-0.31860417	-0.28935066	3.1493E-4	-0.15970449	0.05598755	-0.08552099	-0.114424564	-0.12968117	0.20711896	0.07792768	-0.32364306	-0.089720055	0.03215785	0.035727058	0.013367028	0.098818034	0.12677681	0.0	-0.06704509	-0.07281881	0.10683125	-0.21747665	-0.024074648	-0.05010886	0.040625967	-0.16197899	-0.10595644	-0.06805987	0.14161351	-0.11277993	-0.12576205	-0.18517883
UTP23	-0.012199256	8.362393E-4	0.017315073	0.08962518	0.06994896	0.009100251	0.04938731	0.16385372	0.16277152	-0.050026786	-0.054158792	0.03320362	0.031334378	0.13079767	0.12302556	0.02616937	0.21894713	0.013133876	-0.035663147	0.08775593	0.18741599	-0.016626405	-0.0066899145	-0.116630785	-0.36066508	-0.11333502	-0.14009468	-0.2883058	-0.07742592	-0.06281633	0.10349691	-0.12376342	-0.20512459	0.011756541	-0.013084685	0.14993279	-0.14530888	0.0077721067	-0.23719682	0.22047204	0.033056047	-0.23094963	-0.111613356	-0.039647583	0.1202217	0.0076737255	0.16257475	0.08436179	0.03246576	-0.09360961	0.0	0.097594045	-0.005115817	-0.019233504	-0.18175907	0.060602754	-0.18416941	-0.11235121	-0.048108354	0.18067688	-0.112646356	-0.0049682455	-0.21083069
EXOSC4	-0.06938974	0.15916345	-0.14943124	-0.08326003	-0.30415007	-0.032415085	-0.04540411	-0.06260786	-0.11525364	-0.11858711	-0.23682937	-0.02632289	-0.07958172	0.13602075	0.15353103	-0.0065519856	0.0	0.09341369	0.05191778	-0.02034564	0.21587068	0.06287607	-0.22843823	-0.15717103	-0.19475873	-0.06279944	-0.010383556	0.076937936	0.044216324	0.10126841	0.0062071444	0.37005308	0.05414009	0.021073638	0.00678188	0.12720814	-0.02364079	0.092609055	-0.0917278	0.22092836	0.09827978	-0.18548633	-0.07820235	-0.008965875	0.11908521	0.16629016	0.088547595	0.027089203	-0.045710634	-0.18510316	-0.11088565	-0.17675035	-0.23928158	-0.14655757	0.082493715	0.070462584	0.021456795	1.5326282E-4	-0.10774376	0.015402913	0.052569147	0.0027587307	0.0025288365
RPL30	-0.12993048	0.016309813	-0.29039294	0.064221516	-0.39952517	0.10114693	-0.077947855	0.039900325	0.06594383	-0.19423029	0.0212419	0.0	-0.28483456	-0.059602577	0.07202413	-0.12024898	0.06448247	-0.020798272	-0.080296464	0.016753439	0.049294777	-0.27958933	-0.16064513	-0.052687217	0.13572372	-0.1438395	-0.2694642	-0.017797267	0.014717975	0.007124126	0.076643065	0.02857479	0.13092212	-0.11664777	0.0394306	0.004775513	-0.038256295	0.079096064	-0.146162	0.1965267	0.123615324	-0.11445574	0.116699964	-0.027452676	-0.027478771	0.07189365	0.07659087	0.030662447	0.10866249	-0.04817266	-0.21862976	-0.1977532	-0.15203354	-0.05649719	0.15365148	0.07572972	0.023199076	-0.016675152	0.080792286	0.021633334	-0.05138243	-0.080792286	-0.036742743
C6orf129	-0.31230244	-0.23008732	-0.18271302	0.16362531	-0.3601367	-0.111939035	-0.15080436	-0.08526225	0.0033345988	0.0070141563	-0.17138688	0.10572978	0.0	0.061805066	0.13896078	0.019030211	0.052721158	0.044902097	0.013453382	0.059792805	-5.7493085E-5	-0.034208383	-0.29608938	-0.1837479	-0.39095297	-0.105442315	0.12148289	0.038520366	-0.081065245	0.046914358	-0.17725118	0.024951998	0.08790693	0.10291262	0.008451483	0.11567608	-0.030126376	0.039612737	0.065599605	0.091414005	0.053468566	-0.045189563	-0.0044844607	0.040705103	0.003449585	-0.080662794	-0.046109453	0.018800238	-0.120505504	-0.10233769	0.014258285	-0.06462222	-0.25590172	-0.039612737	0.009256386	0.024951998	-0.026504312	-0.024837011	-0.0930813	0.061805066	-0.05479091	-0.076350816	0.1363736
NCOA2	-0.13078189	-0.23048657	-0.17361368	0.16842878	0.025924506	0.086339876	-0.22359484	0.0	0.012012225	-0.06189677	-0.15058756	0.03542479	0.013074968	0.0023831222	0.0561966	-0.06624436	0.14105508	-0.02202778	-1.6102177E-4	-0.039579153	-0.030014459	0.090204395	-0.032719623	-0.041285984	-0.67345744	-0.06605113	0.028790694	0.0162632	0.04614884	-0.031592473	0.012302063	-0.020095518	0.01967686	-0.050818473	-0.023412567	0.046567496	-0.04370131	0.08331267	0.023090523	0.15541822	0.088626385	-0.2706776	-0.020385357	0.05899838	-0.08881961	0.09770802	0.07059195	0.07928712	0.07378018	0.05687289	0.07748368	0.12021886	-0.016617447	-0.09297397	-0.11864085	0.11381019	-0.17625444	0.008276519	-0.05854752	0.12688516	-0.08753144	-0.06312054	-0.026955046
LYPLA1	-0.001796727	0.018796528	0.07048698	0.06675532	-0.19031484	0.12507984	-0.038560525	0.065649636	0.011194991	-0.06703173	-0.12839687	-0.04008083	-0.11250275	-0.21975352	0.10600689	0.06357649	0.104763	-0.04091009	-0.07877956	0.0024877756	0.024877757	0.01147141	-0.3268661	-0.4020522	-0.5265792	-0.061779764	-0.08651931	-0.014373816	0.04173935	-0.092185915	0.08182018	-0.013820976	0.0042845025	0.0	0.031235406	0.115681574	-0.16460782	0.0906656	0.019763997	0.12812045	-0.09550294	-0.03980441	0.016446961	0.074356854	0.068137415	0.083616905	0.05251971	0.05113761	0.037316635	-0.17939627	0.077950306	0.06703173	-0.0226664	-0.028471211	-0.189762	0.043674286	-0.12480342	-0.08016166	-0.06882846	0.12936434	-0.009398264	-0.018796528	-0.11084423
YTHDF3	-0.02126396	-0.14137164	-0.03388752	0.16091977	-0.015810091	0.090999946	-0.12384572	0.031068668	0.061034307	-0.04356967	-0.029230285	-0.028985167	0.04160873	-0.078560226	0.11201879	-0.06587538	0.0845656	-0.053619497	-0.051290877	-0.023837697	-0.02567608	-0.013726591	-0.27557358	-0.26276618	-0.67860836	-0.10969017	0.01495218	0.037135333	0.013297635	-0.07102285	0.048288185	0.0	-0.06556898	0.010601341	0.07825383	0.108893536	-0.08922284	0.1313218	0.124090835	0.1748302	0.11459252	-0.092838325	-0.05527404	0.12801272	-0.016606724	0.114776365	0.0685104	0.044305023	0.0997629	0.014216826	0.02659527	0.031007389	0.017464636	-0.017403357	-0.09982418	0.1578558	-0.09823092	-0.06464979	0.07598649	0.16870226	-0.038973715	-0.012317164	0.053925894
NULL	-0.09959057	-0.31016526	-0.060344577	0.03376947	-0.189388	0.0	-0.3353749	0.023051335	0.0039348775	-0.35205406	0.0029805228	-0.030788947	-0.18335354	-0.0026721929	0.037028957	-0.3249357	0.09672751	0.07303015	-0.19650896	0.044120546	0.023168793	-0.058846973	-0.033798836	-0.1424778	0.069844075	-0.18852174	0.017207747	-0.14749917	0.051329594	0.059639823	-0.002598781	0.030847678	0.11102815	-0.053752188	0.08752166	0.13275807	-0.25177342	0.042857863	0.078741595	0.020746201	0.0883145	-0.28802422	-0.0066511175	0.013140729	0.11634317	0.053106163	-0.0096903695	-0.04359198	0.040347178	-0.0024519572	-0.27843663	-0.111718215	-0.010042747	-0.029423486	-0.00963164	0.0030832994	-0.01987994	0.052504186	0.027426682	0.027925884	0.001394826	0.024064418	-0.06894845
